gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
PODXL,0.0055275653,0.005500087,0.004486624,0.0050212527,0.005059089,0.0051189236,0.0004257922453211718,0.08318003521700769,5,2659.0
CTNNA2,0.0042465013,0.005231192,0.0037513804,0.0068908455,0.005465339,0.00511705164,0.0012148654858592013,0.23741513108106943,5,2682.2
PDE4C,0.0037370515,0.00602017,0.0051954743,0.0040184762,0.006578861,0.0051100066,0.001231835998782141,0.24106348488515475,5,2688.0
WASF3,0.0046456084,0.005598359,0.0062200236,0.005274272,0.0037781454,0.00510328168,0.0009336625126344594,0.18295335652224068,5,2679.8
ATIC,0.0041953553,0.005713559,0.0027729361,0.009392547,0.003418511,0.00509858168,0.002639290530643329,0.5176519071953612,5,2752.8
TMPRSS6,0.0048598894,0.0041109743,0.0044938037,0.006858621,0.0051689586,0.0050984494,0.0010607532674919858,0.20805409336650196,5,2686.2
MMP16,0.0047225724,0.00501595,0.005833494,0.0047329604,0.0051713632,0.005095268,0.00045476044763703894,0.08925152663943073,5,2683.8
BCO1,0.0036899596,0.005031263,0.005311971,0.005366565,0.0060749725,0.00509494622,0.0008745528830725402,0.17165105288835417,5,2687.6
CCR9,0.0044668727,0.004955643,0.0053582643,0.0041676415,0.0065113064,0.00509194558,0.0009150332410497866,0.17970208571038707,5,2691.8
ULK3,0.0038434507,0.006670361,0.0029783454,0.005497904,0.0064499034,0.0050879929,0.0016222063667770633,0.31883031259282285,5,2710.8
CD68,0.0052566207,0.0028926395,0.006435822,0.0070244325,0.0038180635,0.00508551564,0.0017340086137313587,0.34097006802860974,5,2722.6
CD80,0.0057319934,0.0053326422,0.0031049915,0.003748859,0.007503076,0.00508431242,0.0017344107593619776,0.3411298551480394,5,2711.6
TSN,0.005307466,0.005827168,0.004567188,0.00424233,0.0054600677,0.00508084394,0.0006555752956437712,0.1290288195003626,5,2675.0
LAT,0.005777151,0.007825338,0.0022484032,0.005149563,0.0043983622,0.005079763479999999,0.0020316440085842136,0.3999485441759611,5,2723.2
PIGU,0.0040015685,0.0065293014,0.0047253696,0.0038352949,0.0062830346,0.005074913800000001,0.0012634976707981437,0.24896928708387986,5,2700.4
TAF6,0.008776574,0.006170668,0.004082323,0.004494992,0.001838384,0.0050725881999999995,0.0025835832383364777,0.5093224871548765,5,2771.6
ATP9A,0.004804485,0.00612038,0.0054636174,0.004924096,0.004039972,0.005070510079999999,0.0007763657923781365,0.15311394319881455,5,2679.8
DLG2,0.0051404056,0.0051842974,0.004001843,0.006945637,0.004077133,0.0050698632,0.0011898297317992522,0.23468675284951518,5,2690.6
ZNF563,0.0045021484,0.0032831011,0.0028750857,0.006138663,0.008534726,0.00506674484,0.0023172950710418885,0.4573538127966769,5,2754.2
OR9G4,0.00799017,0.0065331357,0.0040888884,0.0035107452,0.0032009794,0.00506478374,0.002094941309731284,0.41362897554462685,5,2730.4
CTDSP2,0.005114136,0.0046642288,0.0058490736,0.0037305944,0.0058887275,0.00504935206,0.0008994087392418966,0.1781235945829249,5,2706.6
PKP2,0.0064417236,0.004981554,0.0031754195,0.0047118464,0.005925669,0.0050472425,0.0012586438654774352,0.24937257630823864,5,2709.2
LCE4A,0.0040002083,0.008191712,0.0036182408,0.003928454,0.005463873,0.005040497620000001,0.0019007272374826833,0.3770911883661762,5,2734.2
SAA4,0.0062911147,0.0046742754,0.0038401582,0.004823376,0.0055377893,0.00503334272,0.0009264396051974987,0.1840605054601763,5,2704.8
GC,0.0045711747,0.0030569024,0.00882086,0.003998509,0.0047106706,0.00503162334,0.002215862479220418,0.440387193056549,5,2777.4
PADI1,0.0030175904,0.0077677094,0.004150161,0.0053146807,0.004896702,0.0050293687,0.0017619429111069094,0.35033083001190773,5,2739.0
ZNF564,0.006086657,0.0056756972,0.0035717161,0.006152598,0.0036541028,0.005028154219999999,0.0013051190714632943,0.2595622597000007,5,2704.0
LDHB,0.0034473187,0.0073465323,0.004375462,0.0025647178,0.007372503,0.00502130676,0.0022284625168652898,0.4438013097740497,5,2773.8
CTNNA3,0.0048147957,0.0047974,0.00482795,0.0048304508,0.0058312556,0.005020370420000001,0.00045348832094542615,0.09032965359265784,5,2696.2
SLC2A2,0.005711307,0.0048092897,0.0018442103,0.0034067328,0.009300341,0.0050143761599999994,0.00280765633644844,0.5599213634679613,5,2811.0
KCNQ3,0.0072372123,0.006316881,0.0036844169,0.0042785006,0.003542049,0.005011811959999999,0.0016669986672943123,0.33261396887969286,5,2724.2
PCDH15,0.0056285346,0.0046209837,0.005307545,0.005127774,0.004369471,0.00501086166,0.0005115164129123993,0.10208152761343631,5,2699.6
INHBA,0.006980042,0.005124107,0.004701987,0.004372883,0.0038584012,0.00500748404,0.0011959331205128939,0.2388291427311057,5,2708.0
SCRIB,0.0034933928,0.007497509,0.006824,0.005600205,0.001617546,0.005006530560000001,0.0024308136664111194,0.4855285785793983,5,2798.6
CLDN8,0.00673117,0.0050286017,0.0027676083,0.0030269795,0.007473951,0.005005662100000001,0.002120991718236482,0.42371851632503954,5,2755.2
CD274,0.012972046,0.002957229,0.0025175055,0.004791607,0.0017820542,0.00500408834,0.004590417436591528,0.9173334131410494,5,2960.2
CD82,0.0034157834,0.0027966404,0.008404857,0.0030461275,0.0073317336,0.00499902838,0.0026557570276888472,0.5312546410646397,5,2820.6
SGIP1,0.003366882,0.0029915448,0.007268079,0.0053462214,0.0060109547,0.00499673638,0.0018018736394212393,0.36061010675556976,5,2760.0
CAMKK1,0.0051104673,0.0067689363,0.0023446376,0.0073121297,0.003433333,0.00499390078,0.0021208778470982715,0.42469362939531036,5,2754.4
F7,0.0006466295,0.0022500907,0.00018877379,0.012232712,0.0096437,0.004992381198,0.005557371587506816,1.1131705226622433,5,3414.2
CYP27C1,0.008295131,0.0033615048,0.0071368567,0.0025852183,0.0035694924,0.00498964064,0.002548808420347317,0.510820037802826,5,2796.2
PERP,0.004779119,0.004156083,0.006387539,0.004927802,0.0046528326,0.004980675120000001,0.000838170521949843,0.16828452002102134,5,2723.8
GAN,0.0043566446,0.005652159,0.006060911,0.004017722,0.004799164,0.004977320120000001,0.0008613046739259997,0.1730458666833749,5,2717.2
OR5D14,0.0045370087,0.0043396866,0.005899687,0.0053713247,0.004733923,0.0049763260000000005,0.0006453077055644346,0.1296755288066808,5,2722.8
PKHD1,0.0063787615,0.0041114683,0.0048551913,0.0049804864,0.004542602,0.0049737019,0.0008540458383561359,0.17171230916676689,5,2715.8
MAN2A1,0.0063315653,0.0062754317,0.0038773771,0.004521872,0.0038302504,0.0049672993,0.0012501648068669886,0.25167897711881154,5,2719.8
HDAC9,0.00496862,0.005288369,0.0056103114,0.0049653114,0.0039830045,0.004963123259999999,0.0006093654621317228,0.12277862753135069,5,2709.0
ZNF627,0.005973207,0.0053790314,0.0039145965,0.0039330577,0.0056139557,0.00496276966,0.0009717605681000352,0.19581012915679735,5,2718.4
AGBL2,0.0027584995,0.0077722035,0.004959891,0.004202766,0.005098126,0.0049582972000000005,0.0018267156739478028,0.3684159299583338,5,2764.0
NPS,0.005976957,0.005369197,0.0037961674,0.004917781,0.0047191153,0.00495584354,0.0008086828097803846,0.1631776312656522,5,2717.2
ZNF215,0.0037232153,0.004713502,0.005327012,0.0039563086,0.0070264367,0.00494929492,0.001323072138448421,0.2673253786315932,5,2744.8
ADGRE1,0.0055126725,0.007500589,0.0040190076,0.0024214035,0.005282103,0.0049471551199999995,0.001883673514289644,0.3807589349027011,5,2763.6
RAB19,0.0044638715,0.0038491855,0.005076493,0.0073741176,0.003957491,0.00494423172,0.0014426856769070894,0.2917916793970751,5,2742.6
UVRAG,0.0044596647,0.005720243,0.0039216396,0.006458123,0.004142809,0.00494049586,0.0010973569095772294,0.22211473112685282,5,2724.6
MCPH1,0.0047935536,0.005221009,0.0051518837,0.004860588,0.0046655466,0.00493851618,0.00023818440040557253,0.04822995242380122,5,2714.0
NMU,0.005729875,0.006369956,0.0037315108,0.0049084527,0.0039176135,0.0049314816,0.0011374345471173693,0.23064763074800265,5,2727.6
PFKFB4,0.0037229196,0.0053362334,0.0100850025,0.002560603,0.0029459472,0.004930141140000001,0.0030719141833529594,0.6230884869460266,5,2860.4
KPNA7,0.0033336014,0.0052082245,0.003197507,0.0033252623,0.009578126,0.00492854424,0.002729820376829884,0.5538796536865183,5,2820.2
FGF14,0.00614771,0.004844014,0.0036856718,0.005021562,0.0049385563,0.0049275028200000005,0.0008727814067945604,0.17712448651517165,5,2732.6
WDR41,0.0036586355,0.0057991045,0.004281006,0.0055160075,0.005361744,0.0049232995000000005,0.0009113844858109417,0.18511660438511646,5,2723.6
OLFM4,0.004401352,0.0055402205,0.0045060627,0.0041471138,0.00600961,0.0049208718,0.0008077147601303601,0.16414058178275648,5,2727.4
ACTR3C,0.0066423225,0.0038830787,0.003222757,0.0072767246,0.0035693564,0.00491884784,0.0018908078111320391,0.38440054920097694,5,2764.0
TFAM,0.00601474,0.0055994648,0.0038762523,0.004496944,0.0045838323,0.00491424668,0.0008719743318324382,0.17743804668601584,5,2729.0
SLC13A3,0.0020443657,0.0045083608,0.00689123,0.0054233335,0.0056812405,0.0049097061,0.0018136130417201446,0.36939340253383895,5,2797.0
SLC30A7,0.005336087,0.0049929866,0.0033405013,0.0056590843,0.005204123,0.004906556439999999,0.0009082041914897732,0.1851001211533548,5,2733.2
PPP1R14C,0.0047049588,0.0055004447,0.0049137203,0.003776979,0.0056315013,0.00490552082,0.0007407565516353784,0.15100466980290553,5,2727.0
SYMPK,0.005207127,0.004333893,0.0038074541,0.005166931,0.0059804046,0.00489916194,0.000843650315581662,0.17220298612575807,5,2743.0
OR8A1,0.006505484,0.0050261416,0.0024727848,0.0062347716,0.004240037,0.004895843800000001,0.0016356913079918962,0.33409793588428943,5,2755.0
AGMO,0.005380265,0.005439875,0.0040135137,0.0056773894,0.003942247,0.00489065802,0.0008410062679949907,0.17196178194340211,5,2723.2
C4BPA,0.0046439683,0.003623112,0.0039246557,0.0048448704,0.0074094664,0.004889214560000001,0.0014955911002373387,0.305895984290233,5,2765.6
SHB,0.004966529,0.0054665604,0.0050495993,0.005880743,0.0030800514,0.00488869662,0.0010748520423694936,0.21986474635635983,5,2734.0
ZNF771,0.0068214266,0.004412396,0.0066906065,0.00447178,0.0020461795,0.004888477720000001,0.0019661453073071726,0.4021999116950404,5,2794.0
OR4C6,0.0053350674,0.0062381625,0.0038734712,0.0052479785,0.003731934,0.00488532272,0.0010627927832197238,0.21754812202452078,5,2740.8
TMBIM1,0.0027488517,0.002951805,0.0077106543,0.005449803,0.0055403346,0.00488028972,0.0020635557675892932,0.4228346852303869,5,2811.8
PRICKLE1,0.004413482,0.005582563,0.0044121207,0.0053176335,0.0046143746,0.004868034759999999,0.0005457813095159112,0.11211532711321712,5,2738.0
MUCL1,0.0036421278,0.006044199,0.004194404,0.0066834125,0.003774312,0.00486769106,0.0013992689000716118,0.2874604987917232,5,2752.8
ANO4,0.0046501122,0.004000401,0.004412643,0.005013024,0.0061956043,0.0048543569000000005,0.0008351927296596398,0.17205012875333492,5,2753.2
COPRS,0.0050700107,0.00475117,0.0057557095,0.00478183,0.003906777,0.00485309944,0.0006657233883889337,0.13717489134921448,5,2753.2
BPIFA2,0.0038703277,0.0052376837,0.003156736,0.0061699226,0.005763347,0.004839603400000001,0.001279947011234346,0.2644735333548914,5,2764.0
SLC44A4,0.0032432692,0.004686719,0.0042073834,0.0041312026,0.007925581,0.00483883104,0.0018025291332385968,0.37251334430528016,5,2799.8
OR51V1,0.0046618236,0.0044315103,0.0038846838,0.005032654,0.006179548,0.00483804394,0.0008577186286410992,0.17728624197677278,5,2759.4
ELMO1,0.0068289535,0.005151505,0.004040667,0.004033899,0.0041299234,0.00483698958,0.0012089113824017383,0.24993053270165166,5,2755.0
ESRRB,0.005367735,0.0047304346,0.0038479972,0.0034728087,0.0067571113,0.00483521736,0.0013056599654453042,0.2700312867517717,5,2769.0
AEN,0.0056389757,0.006840368,0.004566729,0.0029063504,0.0042153373,0.004833552079999999,0.001486901789800297,0.3076209307752607,5,2767.2
PANK4,0.002575467,0.0055118855,0.0032610756,0.005538257,0.007273716,0.00483208022,0.0019028113993669585,0.3937872122841037,5,2800.8
HIVEP3,0.0053564725,0.004455324,0.0035726721,0.005146955,0.005621475,0.00483057972,0.0008254272096351482,0.1708753933234225,5,2759.0
GATAD2A,0.005951948,0.00492499,0.0017012849,0.0031716556,0.008401551,0.0048302859,0.0025769522151996883,0.5334989001789083,5,2854.2
CAVIN1,0.00545157,0.0053150267,0.00398043,0.004440483,0.0049620615,0.00482991424,0.0006149254112919411,0.12731601033395185,5,2749.0
KSR1,0.0046325726,0.004590654,0.005102139,0.005180429,0.004633046,0.004827768120000001,0.0002880495517368013,0.059665158842964736,5,2754.0
TET2,0.0049818126,0.00513572,0.0047350493,0.003467262,0.005809505,0.00482586978,0.0008576023302545312,0.17770938076462792,5,2752.8
ATG16L1,0.0052774493,0.004945454,0.005148359,0.004679203,0.0040771337,0.0048255198,0.00047548396266119735,0.09853528373486259,5,2749.6
ARL4C,0.005210424,0.004519666,0.0056872265,0.0045043924,0.004204324,0.00482520658,0.0006068860612609931,0.12577410960527063,5,2757.8
HLCS,0.0037949195,0.005545895,0.0060348157,0.0049191313,0.0038169753,0.0048223473600000006,0.0010086313474737278,0.20915775496390782,5,2762.2
CYP1B1,0.009796362,0.0028771488,0.0011749654,0.0012926352,0.008969264,0.00482207508,0.004227404623991315,0.876677478856533,5,3075.6
AK4,0.0048898323,0.0073972833,0.003793216,0.005240714,0.0027547209,0.0048151533,0.0017423986139390247,0.3618573501988036,5,2790.4
SLIT1,0.0070456197,0.009579125,0.0039338,2.576248e-06,0.0035108493,0.0048143940496,0.003650660703314467,0.758280411969556,5,3197.4
PXMP4,0.006913651,0.0048924866,0.0049039023,0.0052743405,0.0020466126,0.0048061986,0.0017530558305524,0.36474893703984684,5,2793.8
CEMIP,0.0064113326,0.0041838526,0.003314908,0.0047839643,0.0053356835,0.0048059482,0.0011692482269864747,0.2432918912830718,5,2774.6
GBA3,0.011794344,0.0026054028,0.0018449583,0.0021346689,0.005642204,0.0048043156,0.004191735339854758,0.8724937512129216,5,3001.6
SPRR2G,0.006792564,0.003588541,0.006368506,0.005604851,0.00164755,0.004800402400000001,0.002149644191481767,0.4478049989062931,5,2837.4
ORMDL3,0.0051631536,0.005132846,0.0044669122,0.004424801,0.004809768,0.00479949616,0.00035159739531496543,0.07325714691580573,5,2759.6
ESPNL,0.0041938317,0.008893034,0.003334083,0.0049566827,0.0026047635,0.004796478979999999,0.002455240861680999,0.511884003227926,5,2824.0
IL20RA,0.0036820844,0.0042603128,0.003949607,0.006792011,0.005292896,0.00479538224,0.001272312214966919,0.2653202917494475,5,2781.2
SEC24D,0.008805311,0.003892821,0.001881758,0.0031024842,0.006292377,0.00479495024,0.002760898758390298,0.5757929947548941,5,2867.4
PRPF4B,0.0041299984,0.005219534,0.0052229404,0.0052290596,0.004151723,0.00479065108,0.0005932342919677786,0.12383166339214557,5,2758.4
POLG,0.0035455914,0.004786654,0.006680268,0.003885822,0.0050434554,0.004788358160000001,0.0012250960256827003,0.25584887026970016,5,2794.0
PRSS23,0.0038694749,0.004958835,0.003996507,0.006608558,0.0044967653,0.004786028039999999,0.001106634962885333,0.2312219973716103,5,2776.8
FBXO15,0.0052007255,0.0041060974,0.0044747107,0.004941522,0.0051960386,0.0047838188400000006,0.0004804843319013465,0.10043949153838494,5,2767.2
ANO3,0.0047756988,0.004353924,0.0058020977,0.005148432,0.0038265872,0.00478134794,0.0007534872241052518,0.15758887107999336,5,2772.8
HOXA1,0.004503751,0.004864019,0.0046982244,0.0045881197,0.0052482537,0.00478047356,0.00029416764221858774,0.061535251377603635,5,2769.4
THOC5,0.0060105138,0.0030147177,0.0025991332,0.0064648152,0.0057614376,0.0047701235,0.0018157574249200745,0.3806520784881302,5,2807.6
PTPN1,0.0071324045,0.0062057516,0.0022132755,0.003404954,0.004885588,0.00476839472,0.0020034892145120017,0.42016010254117586,5,2809.2
WIF1,0.0044161966,0.0037296212,0.004695665,0.006296451,0.004698949,0.00476737656,0.0009418276213539333,0.19755679239945192,5,2781.0
GRIK3,0.0048505794,0.004642273,0.0050419495,0.0045859986,0.004695774,0.0047633149,0.00018432737062867258,0.038697288442692,5,2771.6
UHRF1BP1L,0.0046464875,0.0050811497,0.004259107,0.0069302656,0.0028882497,0.0047610519,0.0014646170525550986,0.30762467692383244,5,2789.8
KMT2A,0.0043173847,0.0036870614,0.010309861,0.003007635,0.0024828,0.004760948419999999,0.0031782259634191984,0.6675615198996839,5,2916.0
PRKAR2A,0.0034200873,0.007952067,0.004825451,0.0044674436,0.003119664,0.00475694258,0.0019212747272646206,0.40388856811986584,5,2814.4
IFI16,0.004771199,0.0060191387,0.0045437855,0.0063495873,0.0020931,0.0047553620999999996,0.0016786408368966378,0.35299958270194354,5,2799.8
KIFAP3,0.0057020984,0.0046340404,0.0032607098,0.004813654,0.0053247814,0.0047470568,0.0009317061593256643,0.196270278317644,5,2782.6
AGPAT5,0.004868269,0.0049885483,0.0031848834,0.005634296,0.0050576306,0.004746725459999999,0.0009215537434139084,0.19414515357581025,5,2777.8
ALDH2,0.006365322,0.0052934615,0.0029240276,0.004588149,0.0045559597,0.00474538396,0.0012552421694962581,0.2645185679550908,5,2785.8
SESN1,0.0055761863,0.007915539,0.0019297078,0.00411136,0.004192511,0.00474506082,0.002200897664217669,0.4638291789519505,5,2832.2
VDR,0.005392248,0.004107847,0.0028561496,0.0069236555,0.004438438,0.00474366762,0.0015193058385192797,0.32028083757674397,5,2797.4
CIDEC,0.0047527617,0.005198985,0.0059040785,0.004014679,0.0037711165,0.00472832414,0.000870352372096166,0.18407206154359923,5,2787.6
ANO5,0.001961181,0.0060861763,0.0051119467,0.0059288153,0.0045226975,0.00472216336,0.0016681787582923683,0.35326578754623356,5,2830.4
EXOC4,0.0043439926,0.0048746867,0.008232679,0.002373716,0.0037835569,0.00472172624,0.002172911795593851,0.4601943622199179,5,2856.4
DCK,0.0032994547,0.0079114055,0.0023642532,0.006017537,0.0039884434,0.00471621876,0.0022344611675404794,0.4737823415851218,5,2838.0
CCL21,0.003784553,0.0036666375,0.005071585,0.005242371,0.005800224,0.0047130741,0.0009417750752970689,0.19982182654354383,5,2799.2
ART1,0.0070814043,0.0038923812,0.004722879,0.0035608152,0.0042950376,0.0047105034599999995,0.001395084491654347,0.29616462518304726,5,2798.4
WLS,0.0044655,0.0052767205,0.004146166,0.005021963,0.0046303696,0.00470814382,0.0004479134519157826,0.09513588986238374,5,2782.0
KCNS3,0.0036261275,0.0036354787,0.004708491,0.006173785,0.005396689,0.00470811424,0.001111706843774816,0.23612571554228384,5,2801.8
ACAN,0.00485853,0.004208192,0.0035355128,0.0052685626,0.005667761,0.00470771168,0.0008489058755135178,0.18032240145885864,5,2793.4
OR10D3,0.0059605036,0.0042055612,0.004459506,0.0059854826,0.0028673203,0.00469567474,0.0013136079395046788,0.27974849456985146,5,2807.8
FBXW7,0.009518505,0.0014089233,0.0008255061,0.0005890459,0.011117954,0.00469198686,0.005175679553638455,1.1030890980880659,5,3365.6
TECRL,0.008662948,0.00306785,0.0056428663,0.002961905,0.0030734062,0.0046817951,0.0024961466233067663,0.5331601597230871,5,2877.8
SYT7,0.0026499936,0.0050626993,0.0053138006,0.0039211665,0.0064545865,0.0046804493,0.0014486262851555142,0.30950581713501607,5,2834.4
TRIOBP,0.003603185,0.007835392,0.0023741429,0.0077677434,0.0017916238,0.004674417419999999,0.0029287252659852773,0.6265433748929674,5,2910.2
KMT5C,0.005221942,0.0037117891,0.0050646523,0.0037965062,0.0055726925,0.00467351642,0.000859700802646582,0.18395159562669988,5,2804.6
GPR65,0.0038284715,0.005510548,0.0035396547,0.0051849145,0.0052910903,0.0046709358,0.0009142288250630253,0.19572712283115204,5,2801.6
ADAMTSL1,0.004376144,0.004201061,0.0056361835,0.0044574514,0.004683761,0.00467092018,0.0005668173711514248,0.12135025847335817,5,2808.8
TRIM26,0.0038862536,0.0049621495,0.0053737033,0.004047913,0.005079487,0.00466990128,0.0006613395259441075,0.1416174531946653,5,2804.6
